ID,Severity,Event Type,Event Description,Generation Time,Status,Event Code,Suggestion
"244","Normal","System","ACPI is in the soft-off state.","2026-04-07 12:21:42","Asserted","0x2C00000B",""
"243","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:20:47","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"242","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:19:54","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"241","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:17:56","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"240","Normal","System","The host was restarted by command.","2026-04-07 12:17:17","Asserted","0x2C000011",""
"239","Normal","System","ACPI is in the working state.","2026-04-07 12:17:12","Asserted","0x2C000009",""
"238","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:17:05","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"237","Normal","System","ACPI is in the soft-off state.","2026-04-07 12:16:59","Asserted","0x2C00000B",""
"236","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:16:04","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"235","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:15:13","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"234","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:13:12","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"233","Normal","System","The host was restarted by command.","2026-04-07 12:12:33","Asserted","0x2C000011",""
"232","Normal","System","ACPI is in the working state.","2026-04-07 12:12:31","Asserted","0x2C000009",""
"231","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:12:25","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"230","Normal","System","ACPI is in the soft-off state.","2026-04-07 12:12:16","Asserted","0x2C00000B",""
"229","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:11:24","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"228","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:10:31","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"227","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:08:33","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"226","Normal","System","The host was restarted by command.","2026-04-07 12:07:51","Asserted","0x2C000011",""
"225","Normal","System","ACPI is in the working state.","2026-04-07 12:07:48","Asserted","0x2C000009",""
"224","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:07:42","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"223","Normal","System","ACPI is in the soft-off state.","2026-04-07 12:07:36","Asserted","0x2C00000B",""
"222","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:06:43","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"221","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:05:49","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"220","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:03:51","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"219","Normal","System","The host was restarted by command.","2026-04-07 12:03:09","Asserted","0x2C000011",""
"218","Normal","System","ACPI is in the working state.","2026-04-07 12:03:07","Asserted","0x2C000009",""
"217","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:02:57","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"216","Normal","System","ACPI is in the soft-off state.","2026-04-07 12:02:51","Asserted","0x2C00000B",""
"215","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:02:00","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"214","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 12:01:06","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"213","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:59:03","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"212","Normal","System","The host was restarted by command.","2026-04-07 11:58:21","Asserted","0x2C000011",""
"211","Normal","System","ACPI is in the working state.","2026-04-07 11:58:18","Asserted","0x2C000009",""
"210","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:58:12","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"209","Normal","System","ACPI is in the soft-off state.","2026-04-07 11:58:05","Asserted","0x2C00000B",""
"208","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:57:14","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"207","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:56:20","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"206","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:54:23","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"205","Normal","System","The host was restarted by command.","2026-04-07 11:53:40","Asserted","0x2C000011",""
"204","Normal","System","ACPI is in the working state.","2026-04-07 11:53:38","Asserted","0x2C000009",""
"203","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:53:30","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"202","Normal","System","ACPI is in the soft-off state.","2026-04-07 11:53:25","Asserted","0x2C00000B",""
"201","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:52:29","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"200","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:51:39","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"199","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:49:37","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"198","Normal","System","The host was restarted by command.","2026-04-07 11:48:55","Asserted","0x2C000011",""
"197","Normal","System","ACPI is in the working state.","2026-04-07 11:48:53","Asserted","0x2C000009",""
"196","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:48:46","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"195","Normal","System","ACPI is in the soft-off state.","2026-04-07 11:48:40","Asserted","0x2C00000B",""
"194","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:47:46","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"193","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:46:55","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"192","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:44:51","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"191","Normal","System","The host was restarted by command.","2026-04-07 11:44:11","Asserted","0x2C000011",""
"190","Normal","System","ACPI is in the working state.","2026-04-07 11:44:08","Asserted","0x2C000009",""
"189","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:44:04","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"188","Normal","System","ACPI is in the soft-off state.","2026-04-07 11:43:57","Asserted","0x2C00000B",""
"187","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:43:01","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"186","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:42:08","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"185","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:40:10","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"184","Normal","System","The host was restarted by command.","2026-04-07 11:39:30","Asserted","0x2C000011",""
"183","Normal","System","ACPI is in the working state.","2026-04-07 11:39:29","Asserted","0x2C000009",""
"182","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:39:24","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"181","Normal","System","ACPI is in the soft-off state.","2026-04-07 11:39:16","Asserted","0x2C00000B",""
"180","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:38:23","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"179","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:37:32","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"178","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:35:31","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"177","Normal","System","The host was restarted by command.","2026-04-07 11:34:48","Asserted","0x2C000011",""
"176","Normal","System","ACPI is in the working state.","2026-04-07 11:34:47","Asserted","0x2C000009",""
"175","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:34:40","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"174","Normal","System","ACPI is in the soft-off state.","2026-04-07 11:34:32","Asserted","0x2C00000B",""
"173","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:33:39","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"172","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:32:49","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"171","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:30:52","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"170","Normal","System","The host was restarted by command.","2026-04-07 11:30:10","Asserted","0x2C000011",""
"169","Normal","System","ACPI is in the working state.","2026-04-07 11:30:08","Asserted","0x2C000009",""
"168","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:30:01","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"167","Normal","System","ACPI is in the soft-off state.","2026-04-07 11:29:53","Asserted","0x2C00000B",""
"166","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:29:01","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"165","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:28:11","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"164","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:26:10","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"163","Normal","System","The host was restarted by command.","2026-04-07 11:25:30","Asserted","0x2C000011",""
"162","Normal","System","ACPI is in the working state.","2026-04-07 11:25:27","Asserted","0x2C000009",""
"161","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:25:19","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"160","Normal","System","ACPI is in the soft-off state.","2026-04-07 11:25:12","Asserted","0x2C00000B",""
"159","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:24:18","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"158","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:23:28","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"157","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:21:28","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"156","Normal","System","The host was restarted by command.","2026-04-07 11:20:47","Asserted","0x2C000011",""
"155","Normal","System","ACPI is in the working state.","2026-04-07 11:20:46","Asserted","0x2C000009",""
"154","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:20:38","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"153","Normal","System","ACPI is in the soft-off state.","2026-04-07 11:20:32","Asserted","0x2C00000B",""
"152","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:19:41","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"151","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:18:48","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"150","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:16:53","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"149","Normal","System","The host was restarted by command.","2026-04-07 11:16:09","Asserted","0x2C000011",""
"148","Normal","System","ACPI is in the working state.","2026-04-07 11:16:07","Asserted","0x2C000009",""
"147","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:16:02","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"146","Normal","System","ACPI is in the soft-off state.","2026-04-07 11:15:55","Asserted","0x2C00000B",""
"145","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:15:04","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"144","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:14:12","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"143","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:12:11","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"142","Normal","System","The host was restarted by command.","2026-04-07 11:11:31","Asserted","0x2C000011",""
"141","Normal","System","ACPI is in the working state.","2026-04-07 11:11:28","Asserted","0x2C000009",""
"140","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:11:24","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"139","Normal","System","ACPI is in the soft-off state.","2026-04-07 11:11:15","Asserted","0x2C00000B",""
"138","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:10:24","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"137","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:09:34","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"136","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:07:36","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"135","Normal","System","The host was restarted by command.","2026-04-07 11:06:52","Asserted","0x2C000011",""
"134","Normal","System","ACPI is in the working state.","2026-04-07 11:06:51","Asserted","0x2C000009",""
"133","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:06:45","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"132","Normal","System","ACPI is in the soft-off state.","2026-04-07 11:06:37","Asserted","0x2C00000B",""
"131","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:05:45","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"130","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:04:54","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"129","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:02:57","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"128","Normal","System","The host was restarted by command.","2026-04-07 11:02:14","Asserted","0x2C000011",""
"127","Normal","System","ACPI is in the working state.","2026-04-07 11:02:13","Asserted","0x2C000009",""
"126","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:02:06","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"125","Normal","System","ACPI is in the soft-off state.","2026-04-07 11:01:59","Asserted","0x2C00000B",""
"124","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:01:08","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"123","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 11:00:14","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"122","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:58:13","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"121","Normal","System","The host was restarted by command.","2026-04-07 10:57:32","Asserted","0x2C000011",""
"120","Normal","System","ACPI is in the working state.","2026-04-07 10:57:29","Asserted","0x2C000009",""
"119","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:57:22","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"118","Normal","System","ACPI is in the soft-off state.","2026-04-07 10:57:14","Asserted","0x2C00000B",""
"117","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:56:21","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"116","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:55:30","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"115","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:53:32","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"114","Normal","System","The host was restarted by command.","2026-04-07 10:52:50","Asserted","0x2C000011",""
"113","Normal","System","ACPI is in the working state.","2026-04-07 10:52:47","Asserted","0x2C000009",""
"112","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:52:42","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"111","Normal","System","ACPI is in the soft-off state.","2026-04-07 10:52:33","Asserted","0x2C00000B",""
"110","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:51:42","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"109","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:50:52","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"108","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:48:51","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"107","Normal","System","The host was restarted by command.","2026-04-07 10:48:07","Asserted","0x2C000011",""
"106","Normal","System","ACPI is in the working state.","2026-04-07 10:48:06","Asserted","0x2C000009",""
"105","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:47:57","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"104","Normal","System","ACPI is in the soft-off state.","2026-04-07 10:47:49","Asserted","0x2C00000B",""
"103","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:46:57","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"102","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:46:06","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"101","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:44:05","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"100","Normal","System","The host was restarted by command.","2026-04-07 10:43:26","Asserted","0x2C000011",""
"99","Normal","System","ACPI is in the working state.","2026-04-07 10:43:22","Asserted","0x2C000009",""
"98","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:43:18","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"97","Normal","System","ACPI is in the soft-off state.","2026-04-07 10:43:09","Asserted","0x2C00000B",""
"96","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:42:17","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"95","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:41:26","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"94","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:39:28","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"93","Normal","System","The host was restarted by command.","2026-04-07 10:38:45","Asserted","0x2C000011",""
"92","Normal","System","ACPI is in the working state.","2026-04-07 10:38:43","Asserted","0x2C000009",""
"91","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:38:37","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"90","Normal","System","ACPI is in the soft-off state.","2026-04-07 10:38:30","Asserted","0x2C00000B",""
"89","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:37:37","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"88","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:36:46","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"87","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:34:44","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"86","Normal","System","The host was restarted by command.","2026-04-07 10:34:02","Asserted","0x2C000011",""
"85","Normal","System","ACPI is in the working state.","2026-04-07 10:33:59","Asserted","0x2C000009",""
"84","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:33:54","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"83","Normal","System","ACPI is in the soft-off state.","2026-04-07 10:33:46","Asserted","0x2C00000B",""
"82","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:32:54","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"81","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:32:03","Asserted","0x29000001","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"80","Normal","Port","NIC 1 (SF221Q) Port 1 disconnected.","2026-04-07 10:30:02","Deasserted","0x29000002","1. Remove and reconnect the network cable.2. Check whether the network cable is securely connected to the network switch.3. Check whether the network switch is working properly."
"79","Normal","System","The host was restarted by command.","2026-04-07 10:29:19","Asserted","0x2C000011",""
"78","Normal","System","ACPI is in the working state.","2026-04-07 10:29:17","Asserted","0x2C000009",""
